dataset_id,view,label,count
john_2328,excluded,RIDICULOUS,2
john_2328,excluded,RIDING,2
john_2328,excluded,RIFE,2
john_2328,excluded,RIGHT,2
john_2328,excluded,RINGS,2
john_2328,excluded,RISEN,2
john_2328,excluded,RISES,2
john_2328,excluded,RISK,2
john_2328,excluded,ROADS,2
john_2328,excluded,ROBIN,3
john_2328,excluded,ROCKS,4
john_2328,excluded,ROMAN,2
john_2328,excluded,ROUND,3
john_2328,excluded,ROVER,2
john_2328,excluded,RULES,2
john_2328,excluded,RUN,2
john_2328,excluded,RUNNING,3
john_2328,excluded,RUNS,2
john_2328,excluded,SAD,2
john_2328,excluded,SADDLES,2
john_2328,excluded,SAFE,2
john_2328,excluded,SAFETY,2
john_2328,excluded,SALESMEN,2
john_2328,excluded,SAM,3
john_2328,excluded,SAMPLE,2
john_2328,excluded,SANTA,3
john_2328,excluded,SATURDAY,2
john_2328,excluded,SATURN,2
john_2328,excluded,SAVING,2
john_2328,excluded,SAY,4
john_2328,excluded,SAYS,2
john_2328,excluded,SCENE,2
john_2328,excluded,SCHEDULING,3
john_2328,excluded,SCHOOLS,2
john_2328,excluded,SCRATCH,2
john_2328,excluded,SEASON,3
john_2328,excluded,SEASONED,3
john_2328,excluded,SEASONS,4
john_2328,excluded,SEAT,2
john_2328,excluded,SECOND,2
john_2328,excluded,SECURITY,2
john_2328,excluded,SEE,2
john_2328,excluded,SEEMS,2
john_2328,excluded,SEEN,3
john_2328,excluded,SEES,2
john_2328,excluded,SEMINARS,2
john_2328,excluded,SENDS,2
john_2328,excluded,SENT,2
john_2328,excluded,SENTENCE,2
john_2328,excluded,SERVICE,2
john_2328,excluded,SERVICES,3
john_2328,excluded,SEVEN,2
john_2328,excluded,SHACK,2
john_2328,excluded,SHALL,2
john_2328,excluded,SHARP,2
john_2328,excluded,SHE,3
john_2328,excluded,SHEDS,2
john_2328,excluded,SHIP,2
john_2328,excluded,SHIRTS,2
john_2328,excluded,SHIVERING,2
john_2328,excluded,SHOP,2
john_2328,excluded,SHOPPING,3
john_2328,excluded,SHORT,3
john_2328,excluded,SHOULD,2
john_2328,excluded,SHOULDERS,2
john_2328,excluded,SHOUTING,2
john_2328,excluded,SHRINE,2
john_2328,excluded,SICK,2
john_2328,excluded,SIDES,2
john_2328,excluded,SIGN,2
john_2328,excluded,SILLY,2
john_2328,excluded,SILVER,2
john_2328,excluded,SING,3
john_2328,excluded,SISTER,2
john_2328,excluded,SIT,3
john_2328,excluded,SIX,2
john_2328,excluded,SIZE,2
john_2328,excluded,SKATE,3
john_2328,excluded,SKIMMED,2
john_2328,excluded,SLIP,2
john_2328,excluded,SLIPPERY,2
john_2328,excluded,SLOW,2
john_2328,excluded,SMALL,4
john_2328,excluded,SMART,2
john_2328,excluded,SNAKE,2
john_2328,excluded,SNOW,2
john_2328,excluded,SO,2
john_2328,excluded,SOCKET,2
john_2328,excluded,SOLD,2
john_2328,excluded,SOME,3
john_2328,excluded,SOMEONE,2
john_2328,excluded,SONS,3
john_2328,excluded,SOON,3
john_2328,excluded,SOUND,4
john_2328,excluded,SOUNDS,3
john_2328,excluded,SPACE,1
john_2328,excluded,SPAGHETTI,2
john_2328,excluded,SPEAK,2
john_2328,excluded,SPECTACULAR,5
john_2328,excluded,SPEECH,3
john_2328,excluded,SPEED,2
john_2328,excluded,SPEEDING,2
john_2328,excluded,SPILL,2
john_2328,excluded,SPILLED,2
john_2328,excluded,SPOONFUL,2
john_2328,excluded,SPORT,2
john_2328,excluded,SPOT,2
john_2328,excluded,SPRAWLING,2
john_2328,excluded,SQUANDER,2
john_2328,excluded,STABILITY,2
john_2328,excluded,STAGE,2
john_2328,excluded,STARLIGHT,2
john_2328,excluded,STATEMENT,3
john_2328,excluded,STAY,3
john_2328,excluded,STAYING,2
john_2328,excluded,STEEP,5
john_2328,excluded,STEP,2
john_2328,excluded,STICKER,2
john_2328,excluded,STIFF,2
john_2328,excluded,STILL,2
john_2328,excluded,STIMULUS,2
john_2328,excluded,STOCK,2
john_2328,excluded,STOP,3
john_2328,excluded,STORE,3
john_2328,excluded,STRAINED,2
john_2328,excluded,STRANGERS,2
john_2328,excluded,STREETS,2
john_2328,excluded,STRIKE,2
john_2328,excluded,STUCK,2
john_2328,excluded,STUPID,3
john_2328,excluded,STYLE,4
john_2328,excluded,SUBDIVISIONS,2
john_2328,excluded,SUBJECT,2
john_2328,excluded,SUBJECTS,3
john_2328,excluded,SUBTRACTION,3
john_2328,excluded,SUBURBS,3
john_2328,excluded,SUCCEED,2
john_2328,excluded,SUCH,2
john_2328,excluded,SUCKER,3
john_2328,excluded,SUGGESTS,4
john_2328,excluded,SUITE,4
john_2328,excluded,SUM,2
john_2328,excluded,SUMMIT,4
john_2328,excluded,SUN,4
john_2328,excluded,SUNDAY,2
john_2328,excluded,SUNNY,2
john_2328,excluded,SUNSET,2
john_2328,excluded,SUPER,2
john_2328,excluded,SUPERMAN,2
john_2328,excluded,SURE,2
john_2328,excluded,SURGERY,2
john_2328,excluded,SWAMP,2
john_2328,excluded,SWEATSHIRT,4
john_2328,excluded,SWIM,2
john_2328,excluded,SWORD,4
john_2328,excluded,SYLLABUS,2
john_2328,excluded,SYMPATHY,2
john_2328,excluded,SYSTEM,3
john_2328,excluded,TABLETOP,2
john_2328,excluded,TAKE,3
john_2328,excluded,TAKES,2
john_2328,excluded,TAKING,2
john_2328,excluded,TALKING,2
john_2328,excluded,TAPE,2
john_2328,excluded,TASTE,2
john_2328,excluded,TAXATION,2
john_2328,excluded,TEACHING,3
john_2328,excluded,TEAM,3
john_2328,excluded,TELL,2
john_2328,excluded,TEMPERAMENT,2
john_2328,excluded,TEN,3
john_2328,excluded,TENNIS,2
john_2328,excluded,TESTS,2
john_2328,excluded,THAN,3
john_2328,excluded,THANK,3
john_2328,excluded,THAT,4
john_2328,excluded,THE,2
john_2328,excluded,THEIR,2
john_2328,excluded,THERE,2
john_2328,excluded,THESE,3
john_2328,excluded,THEY,2
john_2328,excluded,THIGH,2
john_2328,excluded,THIN,3
john_2328,excluded,THING,2
john_2328,excluded,THINGS,2
john_2328,excluded,THINK,2
john_2328,excluded,THINKING,2
john_2328,excluded,THIS,2
john_2328,excluded,THOROUGH,2
john_2328,excluded,THOROUGHLY,2
john_2328,excluded,THOSE,2
john_2328,excluded,THOUSAND,2
john_2328,excluded,THREE,2
john_2328,excluded,THROUGH,2
john_2328,excluded,TICKETS,3
john_2328,excluded,TIE,2
john_2328,excluded,TIME,3
john_2328,excluded,TIMES,3
john_2328,excluded,TIRE,3
john_2328,excluded,TO,3
john_2328,excluded,TODAY,2
john_2328,excluded,TOES,2
john_2328,excluded,TOGETHER,2
john_2328,excluded,TOIL,2
john_2328,excluded,TOMORROW,2
john_2328,excluded,TONIGHT,2
john_2328,excluded,TOO,2
john_2328,excluded,TOOK,2
john_2328,excluded,TOP,2
john_2328,excluded,TOSS,2
john_2328,excluded,TOUCHDOWN,2
john_2328,excluded,TOWER,2
john_2328,excluded,TRADITIONAL,2
john_2328,excluded,TRAFFIC,3
john_2328,excluded,TRAIN,3
john_2328,excluded,TRAINS,2
john_2328,excluded,TRANSACTION,3
john_2328,excluded,TRANSIT,2
john_2328,excluded,TRAVEL,2
john_2328,excluded,TRAVELING,2
john_2328,excluded,TREASURE,3
john_2328,excluded,TREASURER,2
john_2328,excluded,TREASURY,2
john_2328,excluded,TREAT,2
john_2328,excluded,TREE,2
john_2328,excluded,TRIED,2
john_2328,excluded,TRIPLE,2
john_2328,excluded,TROUBLE,3
john_2328,excluded,TRUCKS,3
john_2328,excluded,TRY,2
john_2328,excluded,TUMOR,2
john_2328,excluded,TURFED,2
john_2328,excluded,TURN,2
john_2328,excluded,TURTLENECK,4
john_2328,excluded,TWO,2
john_2328,excluded,UNACCEPTABLE,2
john_2328,excluded,UNAVAILABLE,4
john_2328,excluded,UNDERSTOOD,2
john_2328,excluded,UNDERWENT,2
john_2328,excluded,UNFORTUNATE,2
john_2328,excluded,UNICYCLE,2
john_2328,excluded,UNION,2
john_2328,excluded,UNIONS,2
john_2328,excluded,UNIVERSALLY,2
john_2328,excluded,UNIVERSITIES,3
john_2328,excluded,UNTIL,3
john_2328,excluded,UP,2
john_2328,excluded,US,2
john_2328,excluded,USE,2
john_2328,excluded,USER,2
john_2328,excluded,USUALLY,2
john_2328,excluded,VALID,4
john_2328,excluded,VALIDATED,2
john_2328,excluded,VALIUM,4
john_2328,excluded,VANILLA,2
john_2328,excluded,VENTILATION,2
john_2328,excluded,VERBS,2
john_2328,excluded,VERY,2
john_2328,excluded,VICTIMS,2
john_2328,excluded,VIDEO,2
john_2328,excluded,VISIT,4
john_2328,excluded,VISITED,2
john_2328,excluded,VOICE,2
john_2328,excluded,VOTE,2
john_2328,excluded,VOTERS,3
john_2328,excluded,WALK,3
john_2328,excluded,WALLET,3
john_2328,excluded,WANT,2
john_2328,excluded,WANTS,2
john_2328,excluded,WAR,2
john_2328,excluded,WARM,2
john_2328,excluded,WARRANTY,2
john_2328,excluded,WAS,2
john_2328,excluded,WATCH,2
john_2328,excluded,WATCHED,2
john_2328,excluded,WATER,5
john_2328,excluded,WAVES,2
john_2328,excluded,WAY,3
john_2328,excluded,WE,2
john_2328,excluded,WEAR,2
john_2328,excluded,WEARING,2
john_2328,excluded,WEARS,2
john_2328,excluded,WEB,2
john_2328,excluded,WEEK,2
john_2328,excluded,WEEKEND,2
john_2328,excluded,WEEKENDS,3
john_2328,excluded,WEEPING,2
john_2328,excluded,WELL,3
john_2328,excluded,WENT,3
john_2328,excluded,WERE,2
john_2328,excluded,WHAT,2
john_2328,excluded,WHEN,3
john_2328,excluded,WHERE,2
john_2328,excluded,WHILE,2
john_2328,excluded,WHOLE,2
john_2328,excluded,WHY,2
john_2328,excluded,WIDER,3
john_2328,excluded,WILL,3
john_2328,excluded,WILLOWS,2
john_2328,excluded,WIN,2
john_2328,excluded,WIND,3
john_2328,excluded,WINDOW,2
john_2328,excluded,WINDY,3
john_2328,excluded,WINNER,3
john_2328,excluded,WINNERS,3
john_2328,excluded,WINTER,2
john_2328,excluded,WISDOM,4
john_2328,excluded,WISHFUL,3
john_2328,excluded,WITH,2
john_2328,excluded,WITHDRAWAL,4
john_2328,excluded,WITHOUT,2
john_2328,excluded,WITNESSES,4
john_2328,excluded,WOMEN,3
john_2328,excluded,WONDERFUL,3
john_2328,excluded,WORDS,2
john_2328,excluded,WORE,4
john_2328,excluded,WORK,3
john_2328,excluded,WORKING,3
john_2328,excluded,WORLD,2
john_2328,excluded,WORM,3
john_2328,excluded,WORRY,2
john_2328,excluded,WORTH,2
john_2328,excluded,WOULD,4
john_2328,excluded,WRITING,2
john_2328,excluded,WRONG,2
john_2328,excluded,WROTE,4
john_2328,excluded,YAP,2
john_2328,excluded,YARD,3
john_2328,excluded,YEAR,3
john_2328,excluded,YEARS,2
john_2328,excluded,YES,2
john_2328,excluded,YET,3
john_2328,excluded,YOU,2
john_2328,excluded,YOUNG,3
john_2328,excluded,YOUR,2
john_2328,excluded,ZERO,3
john_2328,excluded,ZOOM,2
john_2328,raw,A,3
john_2328,raw,ABANDONED,2
john_2328,raw,ABOARD,3
john_2328,raw,ABOUT,3
john_2328,raw,ACCEPT,2
john_2328,raw,ACCEPTANCE,2
john_2328,raw,ACCIDENT,2
john_2328,raw,ACCOMPANIED,2
john_2328,raw,ACCORDING,2
john_2328,raw,ACCOUNT,3
john_2328,raw,ACUTELY,3
john_2328,raw,ADDITION,3
john_2328,raw,ADULT,3
john_2328,raw,ADVANCE,2
john_2328,raw,AFRAID,2
john_2328,raw,AFTER,3
john_2328,raw,AGAIN,4
john_2328,raw,AGES,2
john_2328,raw,AGREE,2
john_2328,raw,AGREEMENT,2
john_2328,raw,AHEAD,2
john_2328,raw,AIRPORT,3
john_2328,raw,ALGORITHM,2
john_2328,raw,ALL,3
john_2328,raw,ALLERGIC,3
john_2328,raw,ALLIGATOR,2
john_2328,raw,ALLOTTED,2
john_2328,raw,ALMOST,2
john_2328,raw,ALWAYS,3
john_2328,raw,AM,4
john_2328,raw,AMAZING,3
john_2328,raw,AMOUNT,4
john_2328,raw,AN,4
john_2328,raw,AND,2
john_2328,raw,ANIMAL,2
john_2328,raw,ANNIVERSARY,2
john_2328,raw,ANNOUNCE,2
john_2328,raw,ANSWERED,3
john_2328,raw,ANY,2
john_2328,raw,ANYMORE,2
john_2328,raw,ANYTHING,3
john_2328,raw,APARTMENTS,2
john_2328,raw,APPEARS,2
john_2328,raw,APPLE,2
john_2328,raw,APPOINTMENT,2
john_2328,raw,ARE,2
john_2328,raw,ARGUING,2
john_2328,raw,AROUND,2
john_2328,raw,AS,3
john_2328,raw,ASK,3
john_2328,raw,ASKED,2
john_2328,raw,ASPIRATIONS,2
john_2328,raw,ASSAULT,2
john_2328,raw,ASSIGNMENT,2
john_2328,raw,ASTONISHMENT,2
john_2328,raw,AT,2
john_2328,raw,ATE,5
john_2328,raw,ATHLETES,2
john_2328,raw,AVOIDED,3
john_2328,raw,AWARE,2
john_2328,raw,AWAY,3
john_2328,raw,BACK,2
john_2328,raw,BAD,4
john_2328,raw,BAKING,2
john_2328,raw,BALANCE,4
john_2328,raw,BALL,2
john_2328,raw,BALONEY,2
john_2328,raw,BANK,3
john_2328,raw,BARE,2
john_2328,raw,BAROQUE,2
john_2328,raw,BARRACKS,3
john_2328,raw,BASES,2
john_2328,raw,BATH,2
john_2328,raw,BATHROOM,4
john_2328,raw,BATMAN,3
john_2328,raw,BATTLES,2
john_2328,raw,BE,3
john_2328,raw,BEARS,2
john_2328,raw,BEAUTIFUL,3
john_2328,raw,BEEN,2
john_2328,raw,BEER,3
john_2328,raw,BEES,3
john_2328,raw,BEFORE,2
john_2328,raw,BEGINNING,2
john_2328,raw,BEHIND,3
john_2328,raw,BELIEVE,4
john_2328,raw,BENIGN,3
john_2328,raw,BEST,2
john_2328,raw,BETTER,3
john_2328,raw,BETWEEN,2
john_2328,raw,BEWARE,2
john_2328,raw,BIG,3
john_2328,raw,BIGGEST,4
john_2328,raw,BIKE,2
john_2328,raw,BILL,4
john_2328,raw,BILLS,2
john_2328,raw,BIRD,3
john_2328,raw,BIRTH,2
john_2328,raw,BIRTHDAY,3
john_2328,raw,BITE,3
john_2328,raw,BITES,2
john_2328,raw,BLAST,2
john_2328,raw,BLAZED,2
john_2328,raw,BLAZING,4
john_2328,raw,BLOCKED,2
john_2328,raw,BLOODSHED,6
john_2328,raw,BLOW,3
john_2328,raw,BLUES,2
john_2328,raw,BONE,2
john_2328,raw,BOOKS,2
john_2328,raw,BORING,2
john_2328,raw,BORROWER,2
john_2328,raw,BOSS,4
john_2328,raw,BOYS,2
john_2328,raw,BREAK,3
john_2328,raw,BREAKS,2
john_2328,raw,BREATHING,4
john_2328,raw,BRING,2
john_2328,raw,BROKE,2
john_2328,raw,BROKEN,2
john_2328,raw,BROWN,2
john_2328,raw,BROWSER,2
john_2328,raw,BUCKLE,2
john_2328,raw,BULLET,2
john_2328,raw,BURGLARS,2
john_2328,raw,BURIED,2
john_2328,raw,BUS,2
john_2328,raw,BUSINESS,2
john_2328,raw,BUSY,2
john_2328,raw,BUT,2
john_2328,raw,BY,3
john_2328,raw,BYPASS,2
john_2328,raw,CAKE,3
john_2328,raw,CALL,2
john_2328,raw,CALLED,2
john_2328,raw,CAMERA,2
john_2328,raw,CAMPING,2
john_2328,raw,CAN,2
john_2328,raw,CANADA,2
john_2328,raw,CANCER,2
john_2328,raw,CANNOT,2
john_2328,raw,CAPE,2
john_2328,raw,CAPITAL,3
john_2328,raw,CAPITALIST,2
john_2328,raw,CAR,2
john_2328,raw,CARD,2
john_2328,raw,CARDS,2
john_2328,raw,CARE,2
john_2328,raw,CARELESS,2
john_2328,raw,CARES,2
john_2328,raw,CARPET,3
john_2328,raw,CARS,2
john_2328,raw,CAT,2
john_2328,raw,CELLS,3
john_2328,raw,CENTURY,2
john_2328,raw,CHALLENGED,3
john_2328,raw,CHAMBER,2
john_2328,raw,CHANCELLOR,2
john_2328,raw,CHANGED,2
john_2328,raw,CHECKS,2
john_2328,raw,CHEESE,3
john_2328,raw,CHEMICAL,2
john_2328,raw,CHEMISTRY,2
john_2328,raw,CHEVY,2
john_2328,raw,CHILD,2
john_2328,raw,CHILDREN,2
john_2328,raw,CHILLS,4
john_2328,raw,CHLORINE,3
john_2328,raw,CHOCOLATE,2
john_2328,raw,CIRCUMSTANCES,2
john_2328,raw,CITY,2
john_2328,raw,CLASSICAL,4
john_2328,raw,CLAUS,2
john_2328,raw,CLOSE,3
john_2328,raw,CLOSED,2
john_2328,raw,COALITION,3
john_2328,raw,COFFEE,3
john_2328,raw,COLD,2
john_2328,raw,COLLAPSE,2
john_2328,raw,COME,2
john_2328,raw,COMING,2
john_2328,raw,COMMENT,2
john_2328,raw,COMMITTED,4
john_2328,raw,COMMUNICATE,2
john_2328,raw,COMPANIES,3
john_2328,raw,COMPLAINTS,2
john_2328,raw,COMPLETE,3
john_2328,raw,COMPLETELY,2
john_2328,raw,COMPLICATED,4
john_2328,raw,CONCENTRATE,2
john_2328,raw,CONFERENCES,2
john_2328,raw,CONFIDENTIAL,3
john_2328,raw,CONNECTED,2
john_2328,raw,CONSCIENCE,2
john_2328,raw,CONSEQUENCES,2
john_2328,raw,CONSIDERATION,3
john_2328,raw,CONSTRUCTION,2
john_2328,raw,CONTEST,2
john_2328,raw,CONTRAST,2
john_2328,raw,COOKIES,3
john_2328,raw,COOLED,5
john_2328,raw,CORONATION,2
john_2328,raw,CORRECT,3
john_2328,raw,CORRECTION,2
john_2328,raw,COTTAGE,2
john_2328,raw,COTTON,2
john_2328,raw,COUNTRY,2
john_2328,raw,COUPON,2
john_2328,raw,COURSE,2
john_2328,raw,COURT,2
john_2328,raw,COURTS,2
john_2328,raw,COVER,3
john_2328,raw,CREAM,3
john_2328,raw,CRIME,2
john_2328,raw,CROWDED,2
john_2328,raw,CROWN,4
john_2328,raw,CUPS,2
john_2328,raw,CURVE,2
john_2328,raw,CUSTODY,3
john_2328,raw,CUT,2
john_2328,raw,DAILY,3
john_2328,raw,DARING,2
john_2328,raw,DASHING,4
john_2328,raw,DATE,4
john_2328,raw,DAUGHTERS,2
john_2328,raw,DAY,2
john_2328,raw,DECISION,5
john_2328,raw,DECISIONS,3
john_2328,raw,DEED,2
john_2328,raw,DELIVERY,3
john_2328,raw,DENIAL,2
john_2328,raw,DEPARTMENT,4
john_2328,raw,DEPOT,3
john_2328,raw,DESERVE,2
john_2328,raw,DESERVES,3
john_2328,raw,DESIRED,3
john_2328,raw,DESTRUCTION,3
john_2328,raw,DETAILS,2
john_2328,raw,DETECTOR,2
john_2328,raw,DEWDROP,2
john_2328,raw,DICTION,2
john_2328,raw,DID,3
john_2328,raw,DIFFICULT,3
john_2328,raw,DINE,2
john_2328,raw,DINOSAURS,2
john_2328,raw,DIPLOMACY,2
john_2328,raw,DIPPED,2
john_2328,raw,DIRECTION,2
john_2328,raw,DISASTER,3
john_2328,raw,DISCHARGED,2
john_2328,raw,DISCOURAGING,3
john_2328,raw,DISCOVERING,3
john_2328,raw,DISCREET,4
john_2328,raw,DISGUSTING,2
john_2328,raw,DISTURBANCE,2
john_2328,raw,DO,4
john_2328,raw,DOCTOR,2
john_2328,raw,DOES,2
john_2328,raw,DOG,2
john_2328,raw,DOLPHINS,2
john_2328,raw,DOOR,2
john_2328,raw,DOORS,3
john_2328,raw,DORMITORY,2
john_2328,raw,DOUBLE,2
john_2328,raw,DOW,2
john_2328,raw,DOWN,2
john_2328,raw,DREAM,2
john_2328,raw,DREAMERS,3
john_2328,raw,DREAMS,3
john_2328,raw,DRESS,2
john_2328,raw,DRINK,2
john_2328,raw,DRIVE,3
john_2328,raw,DRIVERS,2
john_2328,raw,DRIVEWAYS,3
john_2328,raw,DRIVING,2
john_2328,raw,DROVE,2
john_2328,raw,DRUGS,2
john_2328,raw,DRY,2
john_2328,raw,DUCK,2
john_2328,raw,DUE,3
john_2328,raw,EACH,2
john_2328,raw,EARLY,3
john_2328,raw,EARTH,2
john_2328,raw,EAST,2
john_2328,raw,EASY,3
john_2328,raw,EAT,2
john_2328,raw,ECONOMY,3
john_2328,raw,EDITION,2
john_2328,raw,EDUCATION,2
john_2328,raw,EFFORT,2
john_2328,raw,EFFORTS,2
john_2328,raw,EGO,3
john_2328,raw,EIGHT,2
john_2328,raw,ELECTIONS,2
john_2328,raw,ELECTRIC,2
john_2328,raw,ELECTRICAL,3
john_2328,raw,ELEPHANTS,2
john_2328,raw,ELEVATOR,2
john_2328,raw,ELSE,4
john_2328,raw,EMAIL,2
john_2328,raw,EMPIRE,2
john_2328,raw,EMPLOYEE,3
john_2328,raw,ENCOURAGEMENT,2
john_2328,raw,END,3
john_2328,raw,ENGINE,2
john_2328,raw,ENJOY,2
john_2328,raw,ENLARGED,2
john_2328,raw,ENOUGH,2
john_2328,raw,ENTER,3
john_2328,raw,ENTIRE,2
john_2328,raw,ENVIRONMENT,3
john_2328,raw,EQUATION,2
john_2328,raw,ETIQUETTE,3
john_2328,raw,EVENING,3
john_2328,raw,EVENTUALLY,2
john_2328,raw,EVER,3
john_2328,raw,EVERY,2
john_2328,raw,EVERYBODY,2
john_2328,raw,EVERYDAY,2
john_2328,raw,EVERYONE,2
john_2328,raw,EVERYWHERE,2
john_2328,raw,EXAM,3
john_2328,raw,EXAMPLE,2
john_2328,raw,EXASPERATION,4
john_2328,raw,EXCEED,2
john_2328,raw,EXCELLENT,4
john_2328,raw,EXCHANGE,2
john_2328,raw,EXCITED,3
john_2328,raw,EXCITING,2
john_2328,raw,EXERCISE,2
john_2328,raw,EXPECTANCY,2
john_2328,raw,EXPENSES,4
john_2328,raw,EXPENSIVE,2
john_2328,raw,EXPERIENCE,2
john_2328,raw,EXPLOSION,2
john_2328,raw,EXPRESS,3
john_2328,raw,EXTINCT,2
john_2328,raw,EXTRA,3
john_2328,raw,FACE,3
john_2328,raw,FACTS,2
john_2328,raw,FAILURE,3
john_2328,raw,FALL,2
john_2328,raw,FALLING,2
john_2328,raw,FANS,2
john_2328,raw,FAST,4
john_2328,raw,FASTER,2
john_2328,raw,FAVORITE,2
john_2328,raw,FAVOURITE,2
john_2328,raw,FAX,2
john_2328,raw,FEBRUARY,2
john_2328,raw,FEEL,2
john_2328,raw,FEELING,4
john_2328,raw,FELL,2
john_2328,raw,FEW,3
john_2328,raw,FIELD,2
john_2328,raw,FIGURE,2
john_2328,raw,FILE,2
john_2328,raw,FIND,5
john_2328,raw,FINE,2
john_2328,raw,FINER,2
john_2328,raw,FINGERS,4
john_2328,raw,FIRE,2
john_2328,raw,FIRST,2
john_2328,raw,FISH,2
john_2328,raw,FIT,2
john_2328,raw,FIVE,2
john_2328,raw,FLASHING,2
john_2328,raw,FLAT,2
john_2328,raw,FLAVORED,3
john_2328,raw,FLYING,3
john_2328,raw,FOG,2
john_2328,raw,FOLDS,2
john_2328,raw,FOLLOW,2
john_2328,raw,FOOD,2
john_2328,raw,FOOTBALL,2
john_2328,raw,FOR,4
john_2328,raw,FORCE,3
john_2328,raw,FOREST,2
john_2328,raw,FOREVER,2
john_2328,raw,FORWARD,2
john_2328,raw,FOUND,3
john_2328,raw,FOUR,3
john_2328,raw,FOURTH,2
john_2328,raw,FOX,2
john_2328,raw,FREE,3
john_2328,raw,FREQUENTLY,2
john_2328,raw,FREUD,2
john_2328,raw,FRIEND,2
john_2328,raw,FRIENDLY,2
john_2328,raw,FROM,5
john_2328,raw,FRONT,2
john_2328,raw,FUDGE,2
john_2328,raw,FUEL,3
john_2328,raw,FULL,2
john_2328,raw,FULLY,2
john_2328,raw,FUN,2
john_2328,raw,FUTILE,2
john_2328,raw,GALLERY,2
john_2328,raw,GAMBLERS,2
john_2328,raw,GAME,2
john_2328,raw,GAP,3
john_2328,raw,GARBAGE,2
john_2328,raw,GAS,2
john_2328,raw,GEL,2
john_2328,raw,GENERATION,2
john_2328,raw,GET,2
john_2328,raw,GETS,4
john_2328,raw,GETTING,2
john_2328,raw,GIVE,2
john_2328,raw,GIVES,2
john_2328,raw,GLANCE,3
john_2328,raw,GLASSES,4
john_2328,raw,GO,3
john_2328,raw,GOES,3
john_2328,raw,GOING,3
john_2328,raw,GOLDILOCKS,3
john_2328,raw,GOLFERS,3
john_2328,raw,GOOD,2
john_2328,raw,GOSPEL,4
john_2328,raw,GOT,2
john_2328,raw,GOVERNMENT,3
john_2328,raw,GOVERNMENTS,2
john_2328,raw,GRANITE,2
john_2328,raw,GREASY,2
john_2328,raw,GREAT,3
john_2328,raw,GROCERY,3
john_2328,raw,GROW,2
john_2328,raw,GROWING,2
john_2328,raw,GUIDELINES,5
john_2328,raw,GUN,2
john_2328,raw,HAD,3
john_2328,raw,HAIR,2
john_2328,raw,HAMBURGER,2
john_2328,raw,HAND,2
john_2328,raw,HANDICAPPED,2
john_2328,raw,HANDLE,2
john_2328,raw,HANDLED,2
john_2328,raw,HANDS,4
john_2328,raw,HARD,4
john_2328,raw,HARDEST,2
john_2328,raw,HAS,2
john_2328,raw,HATE,2
john_2328,raw,HAVE,3
john_2328,raw,HAVING,3
john_2328,raw,HE,2
john_2328,raw,HEAD,2
john_2328,raw,HEALTHY,2
john_2328,raw,HEAR,2
john_2328,raw,HEAT,2
john_2328,raw,HECK,2
john_2328,raw,HELP,3
john_2328,raw,HELPS,2
john_2328,raw,HER,2
john_2328,raw,HERE,2
john_2328,raw,HEROIC,3
john_2328,raw,HIGH,2
john_2328,raw,HIGHER,2
john_2328,raw,HIGHWAY,2
john_2328,raw,HIM,2
john_2328,raw,HIS,2
john_2328,raw,HISTORIC,2
john_2328,raw,HOLD,3
john_2328,raw,HOLE,4
john_2328,raw,HOME,3
john_2328,raw,HONEST,2
john_2328,raw,HOPES,2
john_2328,raw,HORN,2
john_2328,raw,HOUR,3
john_2328,raw,HOURS,3
john_2328,raw,HOUSE,2
john_2328,raw,HOUSEKEEPER,2
john_2328,raw,HOW,2
john_2328,raw,I,2
john_2328,raw,ICE,2
john_2328,raw,IDEA,2
john_2328,raw,IDES,2
john_2328,raw,IDIOT,2
john_2328,raw,IF,2
john_2328,raw,IMAGINATION,2
john_2328,raw,IMMEDIATELY,3
john_2328,raw,IMPORTANT,2
john_2328,raw,IN,2
john_2328,raw,INCREASED,3
john_2328,raw,INDEX,2
john_2328,raw,INDICATION,2
john_2328,raw,INEFFICIENT,2
john_2328,raw,INFORMATION,2
john_2328,raw,INJUSTICE,2
john_2328,raw,INSPIRING,2
john_2328,raw,INSULATION,2
john_2328,raw,INSURANCE,2
john_2328,raw,INTERACTIONS,2
john_2328,raw,INTERESTING,2
john_2328,raw,INTERFACE,2
john_2328,raw,INVESTIGATE,2
john_2328,raw,IRREGULAR,3
john_2328,raw,IS,2
john_2328,raw,IT,2
john_2328,raw,JACKET,2
john_2328,raw,JAMMED,2
john_2328,raw,JEDI,2
john_2328,raw,JEWELS,3
john_2328,raw,JOB,2
john_2328,raw,JOBS,2
john_2328,raw,JOIN,2
john_2328,raw,JOKE,2
john_2328,raw,JONES,2
john_2328,raw,JUDGES,3
john_2328,raw,JUMPED,3
john_2328,raw,JUMPING,3
john_2328,raw,JUST,2
john_2328,raw,JUSTICE,2
john_2328,raw,KEEP,3
john_2328,raw,KEEPS,3
john_2328,raw,KIDS,2
john_2328,raw,KILLER,3
john_2328,raw,KING,2
john_2328,raw,KISSING,2
john_2328,raw,KNEE,2
john_2328,raw,KNEES,2
john_2328,raw,KNOCKING,2
john_2328,raw,KNOW,2
john_2328,raw,LABOUR,2
john_2328,raw,LAGOON,2
john_2328,raw,LAMB,2
john_2328,raw,LAND,4
john_2328,raw,LARGEST,2
john_2328,raw,LASER,3
john_2328,raw,LAST,2
